Comments,Date,Favorites,User,Polarity,Sentiment
"RT @RodoTeEscribe: El Gobierno, con el Ministerio de Salud a la cabeza, está empeñado en demostrar, para desmentir a Macri, que el coronavi…",2020-03-08 01:22:34,0,Vane_83,0.0,neutral
"RT @shomaristone: US Marine in Virginia Tested Positive for Coronavirus.
This marks the first case diagnosed in the state of Virginia.
#Vir…",2020-03-08 01:22:34,0,I DIDN'T VOTE FOR THE IDIOT,0.23863636363636365,positive
RT @dancertav: President Donald Trump is using a global crisis to praise himself as the coronavirus continues to spread in America and the…,2020-03-08 01:22:34,0,🇨🇦Mark McCaw 🇮🇪 🇵🇸 Forever #WeTheNorth 🏀,0.0,neutral
"RT @Romansocias: Te contagias de coronavirus el 2do emoji que te salga es tu reacción 

🍅🍅🍅 AHRE UN TOMATE",2020-03-08 01:22:34,0,Ale PACOS CULIAOS 🇨🇱🏳‍🌈🇲🇽,0.0,neutral
"RT @PhilipRucker: CPAC, which today confirmed an attendee was infected with coronavirus, is where then-acting White House chief of staff Mi…",2020-03-08 01:22:34,0,Sarah Zhou,0.2,positive
"RT @Reedie_Reed: Who is getting sick, and how sick? A breakdown of coronavirus risk by demographic factors https://t.co/3Erf6Isi3M via @sta…",2020-03-08 01:22:34,0,yohanna,-0.7142857142857143,negative
"RT @WinstonLing: Desde o início eu tenho postado mostrando a falsidade desta campanha alarmista por parte da IMPRENSA.
Este vídeo prova min…",2020-03-08 01:22:34,0,Danilo Moretti,0.0,neutral
RT @iilluminaughtii: Two dudes chillin in a hot tub 5 feet apart because the coronavirus is pretty contagious. Be safe out there.,2020-03-08 01:22:34,0,Richter☆Lord Mar-Vell Apologist With Top Energy,0.3333333333333333,positive
"RT @MonaresTI: Conjetura: Coronavirus tiene 3 momentos letales.
1 miocarditis troponina t muy elevada y sx liberacion de citocinas pcr elev…",2020-03-08 01:22:34,0,Adrián,0.0,neutral
"RT @chitolinase: as pessoas divulgando as notícias das pesquisas brasileiras fodas sobre coronavírus dizendo ""ai pq a medicina é 1 área tão…",2020-03-08 01:22:33,0,pão com mortadela,0.0,neutral
"RT @teleSURtv: El ministro de Salud de #Paraguay🇵🇾, Julio Mazzoleni, confirmó este sábado el primer caso de coronavirus #COVIDー19 en el paí…",2020-03-08 01:22:33,0,Isabelmaria,0.0,neutral
"RT @dw_espanol: China: hotel utilizado en cuarentena contra #coronavirus se derrumba, hay 70 personas bajo los escombros. (ms) https://t.co…",2020-03-08 01:22:33,0,VBJT,0.0,neutral
@DYLanXLusoren Bro school about to get canceled cause of the CoronaVirus chill,2020-03-08 01:22:33,0,Adam,0.0,neutral
RT @jonathanvswan: Crossed lines and poor communication between the U.S. government and a leading pharmaceutical company appear to have com…,2020-03-08 01:22:33,0,Kelly Ann Moore,-0.4,negative
RT @fernandoposada_: Hablemos de prejuicios. ¿Por qué la imagen usada para acompañar la noticia del primer caso de coronavirus en Bogotá es…,2020-03-08 01:22:33,0,Nicolás Rodríguez G.,0.0,neutral
"They tell us to prepare for #coronavirus.  Then when we do they make fun of us.  

#toiletpaper",2020-03-08 01:22:33,0,Res_Ipsa_Loquitur ⚖️ 🩸🩺,0.3,positive
"RT @Milica_yb: ENCONTRARON LA CURA DEL CORONAVIRUS a partir de la célula de rana, los doctores confirman que una vez inyectado sino sana ho…",2020-03-08 01:22:33,0,Carla con C🐼,0.0,neutral
RT @funder: GOP Rep Matt Gaetz wore a gas mask to mock the coronavirus fears. Now one of his constituents died from it. Gaetz should resign.,2020-03-08 01:22:33,0,Vicki Logan,0.0,neutral
RT @benyankee: Matt Schlapp giving coronavirus to everyone in the administration is the plot twist I didn't anticipate.,2020-03-08 01:22:33,0,maryjane ☘️,0.0,neutral
"RT @lercionotizie: #ultimora Coronavirus, i due marò chiedono di poter tornare in India
https://t.co/7sCDzaFUsX https://t.co/VlqLcGfc4y",2020-03-08 01:22:33,0,Orazio Pietro,-0.125,negative
RT @Mastur_vin: Ñejo me ha enseñado más del Coronavirus que la OMS. https://t.co/wWvUlJ9A3j,2020-03-08 01:22:33,0,champagne papi,0.0,neutral
RT @nachomdeo: Primer muerto por coronavirus. Había llegado hace 12 días de Francia. Les habíamos avisado que el período de latencia era de…,2020-03-08 01:22:33,0,Gustavo Ceraty,0.0,neutral
https://t.co/ARq1K30d2l,2020-03-08 01:22:33,0,Cynn Dragon @DragonCynn,0.0,neutral
"RT @LordMurielo: Entienden que se muere uno por coronavirus que no sabíamos que estaba enfermo de coronavirus? Es más, ni en el hospital lo…",2020-03-08 01:22:33,0,Vane_83,0.0,neutral
RT @JamilSmith: Matt Gaetz thought it would be funny to wear a giant gas mask on the House floor to mock the panic over the coronavirus pan…,2020-03-08 01:22:33,0,hickes,0.125,positive
"RT @biannagolodryga: “Public health officials are warning that no one knows how deeply the virus will spread, in part because the federal g…",2020-03-08 01:22:33,0,Kathryn Sandy,0.0,neutral
"@realDonaldTrump Coronavirus was at CPAC. 

I wonder if people will be tested now?

https://t.co/Xbi3ddXeeG",2020-03-08 01:22:33,0,"Biden My Time, Waiting for Kamala",0.0,neutral
"RT @LIVEBreakingNow: BREAKING: The first case of #COVID19 coronavirus in Washington, D.C. is a male in his 50s who first displayed symptoms…",2020-03-08 01:22:33,0,Pati M,0.16666666666666666,positive
RT @CDCDirector: Prepare for the possibility of a #COVID19 outbreak in your community &amp; learn ways to support older adults in your family a…,2020-03-08 01:22:33,0,Jackie Lelsz,0.16666666666666666,positive
"RT @CDCgov: Older adults &amp; people with severe chronic medical conditions like heart, lung, or kidney disease seem to be at higher risk for…",2020-03-08 01:22:33,0,jorge queiroz,0.13888888888888887,positive
RT @gleisi: Midia brasileira coloca queda da Bolsa na conta do coronavírus. Mas a queda da Bolsa brasileira é BEM MAIOR q as outras e o rea…,2020-03-08 01:22:33,0,ClevertonRS,0.0,neutral
"RT @Apex_WW: DC mayor not declaring a state of emergency for the time being.

(press conf.) 

#coronavirus",2020-03-08 01:22:33,0,Prepped but still panicky,0.0,neutral
"RT @elpaiseducacion: Italia, con 10 millones de alumnos en casa, se prepara para gestionar la educación en los tiempos del coronavirus http…",2020-03-08 01:22:33,0,marta molina,0.0,neutral
RT @RealEricCarmen: What's happening with the coronavirus is a complete vindication of @realDonaldTrump's policies. We need to bring manufa…,2020-03-08 01:22:33,0,Preserve Our History,0.1,positive
"RT @RepJeffries: Americans are dying from the #Coronavirus.

The stock market is in free fall.

Tornadoes have ravaged parts of the Southea…",2020-03-08 01:22:33,0,Ishag Shafeeg #IbuFaisal,0.4,positive
"The organizer of CPAC interacted with the conference attendee who tested positive for coronavirus, and then he shoo… https://t.co/OZdkx39D7Z",2020-03-08 01:22:33,0,PoliticusUSA,0.22727272727272727,positive
"RT @FranciscoFCB97: Premier League: Prohiben el saludo entre equipos al inicio del partido por el coronavirus.

Liga argentina: https://t.c…",2020-03-08 01:22:33,0,luis david muñoz,0.0,neutral
RT @may_talcott: CoronaVirus; Is It Nature Or A Bioweapon?,2020-03-08 01:22:33,0,WilliamTalcottMay,0.0,neutral
RT @samantha__riggs: coronavirus made flights so cheap y’all can finally afford to hang out with your internet boyfriend,2020-03-08 01:22:33,0,Ryan Michael,0.2,positive
RT @kumailn: I know the coronavirus isn’t that scary for a lot of ppl. Many of you are young &amp; healthy &amp; will be able to defeat it without…,2020-03-08 01:22:33,0,𝒜,0.22000000000000003,positive
"@stevenkeers Coronavirus, fuck me up, fam",2020-03-08 01:22:33,1,SuperNintendo Chalmers,-0.4,negative
RT @AndrewYang: The fear of the coronavirus is likely to be as or more destructive than the virus itself.,2020-03-08 01:22:33,0,Carolyn Ann Robinson,-0.033333333333333326,negative
Mis defensas preparándose para atacar al Coronavirus. https://t.co/iiSCCDlfNd,2020-03-08 01:22:33,0,Yoya,0.0,neutral
"RT @ginesggarcia: Saber para prevenir. Compartimos información sobre el nuevo coronavirus (COVID-19). 

+ info en: https://t.co/07pKrhBEZc…",2020-03-08 01:22:33,0,AnaG🌞,0.0,neutral
"RT @business: Coronavirus latest:
- Italy to ban entry and exit in Milan
- Washington D.C. confirmed its first case
- The U.S. has tested f…",2020-03-08 01:22:33,0,JOSE VARGAS,0.3833333333333333,positive
RT @mayawiley: US was late to develop test 4 #Coronavirus. Germany had a test a week after Chinese scientists released the genome info. Wor…,2020-03-08 01:22:33,0,Hassan Chowdhry,-0.15,negative
"RT @Channel4News: ""This is the most frightening disease I've ever encountered in my career.""

Richard Hatchett, the doctor leading efforts…",2020-03-08 01:22:33,0,Joey,0.0,neutral
"RT @AGWillliamBarr: NASA will send an unmanned rover to visit the mysterious Coronavirus Planet!

Don't worry, they'll print some cool art…",2020-03-08 01:22:33,0,Stuart Petersen,0.175,positive
"RT @helpmeskeletor: Coronavirus seems to be showing that, for all it’s talk about lack of resources, capitalism had the capacity to accommo…",2020-03-08 01:22:33,0,(っ◔◡◔)っ ♥ one tanky boi ♥,0.0,neutral
"RT @TheKouk: Treasury advice to govt: ""We are heading for a recession""
Govt: Can we avoid it?
Treasury: Yes - easy
Govt: How?
Treasury: Inj…",2020-03-08 01:22:33,0,🌱💧🌱💦Mango Tree,0.43333333333333335,positive
@jdawsey1 Hope you feel better soon.  I believe there has been a nasty flu going around this season.  Glad you don't have coronavirus!,2020-03-08 01:22:33,0,Retiredrailroader,0.041666666666666664,positive
"RT @funder: BREAKING: Trump was at his golf course for almost 6 hours today. Because he doesn’t care about the coronavirus outbreak, or the…",2020-03-08 01:22:33,0,Donna V Ⓥ,0.0,neutral
"RT @mredwards: I've heard that coronavirus is going to cause a massive shortage of books, which will be essential when we're all stuck at h…",2020-03-08 01:22:33,0,Margaret Reid,0.0,neutral
RT @waltshaub: Attention citizens. You failed to show proper appreciation for the presidential tennis pavilion. Those of you coughing in th…,2020-03-08 01:22:33,0,Sam Carcione Fx,-0.25,negative
"RT @realTuckFrumper: Two Attendees at Major Republican Conference Just Tested Positive for Coronavirus, Pence and Pompeo Attended https://t…",2020-03-08 01:22:33,0,Just Ann American,0.14488636363636365,positive
"RT @PhilipRucker: CPAC, which today confirmed an attendee was infected with coronavirus, is where then-acting White House chief of staff Mi…",2020-03-08 01:22:33,0,Tux nyc,0.2,positive
RT @girlsreallyrule: The CDC has contracted with a company for coronavirus test kits that Trump previously owned stock and he has shown NO…,2020-03-08 01:22:33,0,Ted Brogan,-0.16666666666666666,negative
RT @IlCapitanoMFC: Lo que son Eliser Quiñones y Felipe Banguero servirían para hacer experimentos con el Coronavirus. Al menos servirían pa…,2020-03-08 01:22:33,0,Los Millonarios,0.0,neutral
RT @deslengua_2: #LoÚltimo MINSA contrata a Rosa María Palacios para que bloquee al coronavirus https://t.co/TE1RXGDaSC https://t.co/uz5FHo…,2020-03-08 01:22:32,0,Cielo,0.0,neutral
RT @KHJ_Esq: Coronavirus got Boomers stocking their doomsday bunkers... meanwhile millennials are online shopping for bathing suits for the…,2020-03-08 01:22:32,0,sK8,0.0,neutral
It’s end times people. Nows yur chance to stalk up on the essentials! #toiletpaper #coronavirus https://t.co/vk2jAwGBnb,2020-03-08 01:22:32,0,Alan O. Taylor,0.0,neutral
"RT @jayrosen_nyu: Here @NPR redescribes his lying, bungling and misinformation as a tendency to ""say what's on his mind, to go with his gut…",2020-03-08 01:22:32,0,Allison E. Moss,0.0,neutral
BBC News Mundo - #Coronavirus: docenas de personas atrapadas en China tras el colapso de un hotel de cuarentena https://t.co/hSBfi3o8gg,2020-03-08 01:22:32,0,Gustavo Solis,0.0,neutral
"Reuters: Maldives confirms first two cases of coronavirus.
https://t.co/pVSh22nbPy",2020-03-08 01:22:32,0,Molly,0.25,positive
"RT @Adweek: Besides looking opportunistic, there are several reasons why brands that sell disinfectants and other cleaning supplies are avo…",2020-03-08 01:22:32,0,Pamela,-0.0625,negative
@Watcher_Ven País en total decadencia.  La corrupción esta en todas partes. Es similar o peor que el coronavirus,2020-03-08 01:22:32,0,Jesus Lopez Polanco,0.0,neutral
RT @BNODesk: BREAKING: Missouri reports first case of coronavirus https://t.co/eUoE2b20hL,2020-03-08 01:22:32,0,AestheticSenpa1,0.25,positive
RT @MarisaZavaleta: El diagnóstico del coronavirus al primer muerto en Argentina lo hicieron en la autopsia . Estaba internado por otra dol…,2020-03-08 01:22:32,0,carmen de la fuente,0.0,neutral
"Coronavirus Is Turning Rome’s Tourist Spots into Ghost Towns
https://t.co/avCREWFwzb",2020-03-08 01:22:32,0,Sarah Rappaport,0.0,neutral
"RT @funder: BREAKING: Trump was at his golf course for almost 6 hours today. Because he doesn’t care about the coronavirus outbreak, or the…",2020-03-08 01:22:32,0,Michelle,0.0,neutral
Interesting......Watch Rick Scott call out Ron DeSantis on coronavirus: ‘When I was governor...’ https://t.co/XVmgeY6opT,2020-03-08 01:22:32,0,katy b,0.0,neutral
RT @alfysantillana: @TrueFactsStated #TrumpliedPeopledied  #TrumpliedPeopledied #TrumpliedPeopledied #TrumpliedPeopledied #TrumpliedPeopled…,2020-03-08 01:22:32,0,ET,0.0,neutral
"RT @Luccass_CRVG: Coronavírus no Brasil

Minha vida:",2020-03-08 01:22:32,0,J É S S I C A,0.0,neutral
RT @TheDreadEmpress: Coronavirus really nah ketch me den,2020-03-08 01:22:32,0,.,0.2,positive
RT @kylegriffin1: Trump 'didn't know people died from the flu.' It killed his grandfather. https://t.co/mI8u5TRu6a,2020-03-08 01:22:32,0,Stephen Dowell,-0.2,negative
https://t.co/12TLkq1OMo,2020-03-08 01:22:32,0,APES_THE_SAD_NYMPH,0.0,neutral
"RT @funder: BREAKING: Trump was at his golf course for almost 6 hours today. Because he doesn’t care about the coronavirus outbreak, or the…",2020-03-08 01:22:32,0,AHR💙,0.0,neutral
"RT @GlennyRodge: To the people who have bought 27 bottles of soap leaving none on the shop shelves for others, you do realise that to stop…",2020-03-08 01:22:32,0,help,0.0,neutral
"RT @RodentStill: Question. 
Was the coronavirus developed to kill off the elderly in overpopulated China? 
Those oldies are costly. 
Especi…",2020-03-08 01:22:32,0,Diana Bialkowski,0.1,positive
omg si el coronavirus viene a por mi q sea después de ver a lana https://t.co/TUkB9zzAaQ,2020-03-08 01:22:32,0,t a m i,0.0,neutral
RT @MattWalshBlog: Trump fans don’t want to hear it but his response to the coronavirus so far has been abysmal. Lack of urgency. Lack of t…,2020-03-08 01:22:32,0,AA🌲,0.1,positive
"RT @el_pais: 🔴 ÚLTIMA HORA | Italia, lista para aislar a 16 millones de personas, 10 en Lombardía y el resto en el norte del país por el em…",2020-03-08 01:22:32,0,David León,0.0,neutral
RT @lanacionweb: Jefe de epidemiología de Corposalud Tachira desmiente caso sospechoso de #Coronavirus en el Hospital Central de San Cristó…,2020-03-08 01:22:32,0,Mireya Roche,0.0,neutral
RT @Noahpinion: Except we can't get in front of coronavirus if we keep refusing to test anyone...,2020-03-08 01:22:32,0,AnAmericanIdealist,0.0,neutral
RT @stacyherbert: Another person w/ #coronavirus who chose to fly while sick. This woman flew from London to US (Nebraska) two days after s…,2020-03-08 01:22:32,0,Guillermo Lescano,0.04285714285714287,positive
"RT @diariopanorama: Gobernación: Es falso que haya un caso sospechoso de coronavirus en el HUM

https://t.co/a2JvaWyWc5",2020-03-08 01:22:32,0,wilmer guerrero,0.0,neutral
RT @eugenegu: There should be no reason for #toiletpaper to be in such short supply from panic buying. If the coronavirus gets so bad it be…,2020-03-08 01:22:32,0,Cardi Z👅,-0.23333333333333328,negative
RT @KatiePhang: I rarely use profanity on Twitter but an asshole like ⁦@mattgaetz⁩ deserves all of it and then some.  https://t.co/NM2LJUoh…,2020-03-08 01:22:32,0,roger.stonnnnnneeeedddd,0.3,positive
RT @CoronavirusESP: #ÚLTIMAHORA: Primera muerte por #coronavirus en #Argentina 🇦🇷. El fallecido era un hombre de 64 años que estuvo de viaj…,2020-03-08 01:22:32,0,🅶🅴🅾🆅🅰🅽🅽🆈 🐝,0.0,neutral
"RT @TheRickWilson: Viral Katrina rolls on.

CDC has tested 1,583 people for coronavirus https://t.co/yLARPjpKIO",2020-03-08 01:22:32,0,🍊🤡 is #NotMyPresident 🇵🇷🌊✈️,0.0,neutral
"Live Updates: US coronavirus cases rise, as northern Italy considers lockdown - CNN International… https://t.co/X8HRGp7HEI",2020-03-08 01:22:32,0,AMERICAN NEWS 24x7,0.13636363636363635,positive
"RT @vanbadham: The real story here is that Dr Chris Higgins caught coronavirus IN AMERICA. 

The American failure to contain the virus is h…",2020-03-08 01:22:32,0,William Jones 🌊 🇦🇺⚡,-0.038888888888888896,negative
People are bidding more than $200 on 'fashion masks' on StockX as coronavirus cases grow in the US… https://t.co/2gmBUtISUB,2020-03-08 01:22:32,0,Mubashir Mazhar,0.5,positive
"RT @JeffreyRitchey: Karma's a mighty bitch. I love her.

""Coronavirus patient attended the same conservative conference as Trump and other…",2020-03-08 01:22:32,0,Pissed off Female Veteran #VoteBlue2020,0.3,positive
"RT @el_pais: 🔴 ÚLTIMA HORA | Italia, lista para aislar a 16 millones de personas, 10 en Lombardía y el resto en el norte del país por el em…",2020-03-08 01:22:32,0,Ana González,0.0,neutral
"Coronavirus, última hora: la Guardia Civil se despliega en Haro para asegurar la cuarentena - https://t.co/Y5Ghj0jmO6 #GoogleAlerts",2020-03-08 01:22:32,0,httpp://,0.0,neutral
"RT @MayRadfem: En España,lo que va de año ,han muerto más mujeres asesinadas por varones ,que muertes por coronavirus
El pánico de muchas m…",2020-03-08 01:22:32,0,May💜♀️,0.0,neutral
RT @girlsreallyrule: The CDC has contracted with a company for coronavirus test kits that Trump previously owned stock and he has shown NO…,2020-03-08 01:22:32,0,Steven Stice,-0.16666666666666666,negative
RT @luisjgomez: I guarantee in 2 weeks no one will be talking about coronavirus. Fear sells. The media needs to keep it fresh. Any time I s…,2020-03-08 01:22:32,0,Quint,0.3,positive
"RT @bearbig: The 87-year old patient stayed in Wu Han hospital for nearly a month, haven't see the sunset since then. On his way to do the…",2020-03-08 01:22:32,0,Naa,0.1,positive
RT @reyreysincorona: Incapacidad d Vizcarra: en lugar d aprovechar para anunciar la implementación d un protocolo y plan nacional d salud c…,2020-03-08 01:22:32,0,Víctor Raúl García S,0.0,neutral
RT @CNN_newstrend: Italy poised to seal off north over coronavirus: Live updates https://t.co/JO7MQLfyA6 #InternationalTravelNews https://t…,2020-03-08 01:22:32,0,eTurboNews | Trends | Travel News,0.13636363636363635,positive
RT @stoolpresidente: I’m calling @coronavirus out.   I hope that little bitch reads this tweet.  You may fool the fucks in the league offic…,2020-03-08 01:22:32,0,Rocco Damore,-0.1875,negative
RT @0utofcontextU: El #coronavirus ya tiene más hinchas que @ClubSCristal,2020-03-08 01:22:32,0,Cristopher Asmat,0.0,neutral
Me causa gracia que nadie le está prestando atención a que ya murió uno por coronavirus acá porque están pendientes… https://t.co/yt54hRGPoi,2020-03-08 01:22:32,0,sofía,0.0,neutral
"RT @cnnbrk: A person who attended CPAC last week tested positive for coronavirus. Many officials, including Trump and Pence, were also at t…",2020-03-08 01:22:32,0,Brendan Mahoney,0.24242424242424243,positive
"RT @2023Vidal: Jürgen Klopp sobre el coronavirus:

“No entiendo ni me gusta que simplemente por el hecho de ser famoso mi opinión sea relev…",2020-03-08 01:22:32,0,Susana Abreu,0.0,neutral
RT @samantha__riggs: coronavirus made flights so cheap y’all can finally afford to hang out with your internet boyfriend,2020-03-08 01:22:32,0,Jeremiah Carr 🇺🇲,0.2,positive
"RT @DanEdwardsGoal: England: Greetings and handshakes in football are banned because of coronavirus. 
Argentina: https://t.co/nws3zvcQsS",2020-03-08 01:22:32,0,Matías Alonso,0.0,neutral
RT @MonumentalCR: #UltimaHora: Ministerio de Salud confirma 5 casos del nuevo coronavirus en el país #NM935 https://t.co/I6PT7k4Y1j,2020-03-08 01:22:32,0,Marco Vinicio (Marvinies) 37+1,0.0,neutral
"RT @TimOBrien: Trump said he didn’t know that people could die from the flu. 

His grandfather died from the flu. https://t.co/sTgRywPPod",2020-03-08 01:22:31,0,sarah wolk,0.0,neutral
"RT @NewDadNotes: Joey thinks coronavirus comes from the beer

Chandler jokes about a coworker’s cough and they get fired

Ross’s date think…",2020-03-08 01:22:31,0,Momma Bear Swears,0.0,neutral
"RT @PhilipWegmann: BREAKING: ""The American Conservative Union has learned that one of our CPAC attendees has unfortunately tested positive…",2020-03-08 01:22:31,0,Happy2B⭐️⭐️⭐️,-0.25,negative
"CNN: Fact check: White House falsely claims the coronavirus has been 'contained' in the US.
https://t.co/SuYTJYHqep

via @GoogleNews",2020-03-08 01:22:31,0,lostbull,-0.20000000000000004,negative
"RT @JotaYoutube17: Todos se preocupan por el Coronavirus, pero nadie de los Youtubers que dan besos en las calles, se quedaron sin contenid…",2020-03-08 01:22:31,0,Dio.,0.0,neutral
"RT @CNN: A Starbucks employee in downtown Seattle tested positive for the coronavirus, leading to the store's closure for a deep cleaning,…",2020-03-08 01:22:31,0,celia,0.11363636363636363,positive
"RT @ParkinLance: Boomers: the Coronavirus is important, because it kills people over 60, let's close the borders

Millennials/Gen Z: It is…",2020-03-08 01:22:31,0,RAugust2010,0.4,positive
RT @ayoair: The media: “CORONAVIRUS PANDEMIC IS GETTING WORSE EVERYONE PLS WASH UR HANDS AND QUARANTINE URSELVES DON’T MOVE WE’RE GETTING C…,2020-03-08 01:22:31,0,Hopefully_unknown_woman,-0.4,negative
"Argentina announces first coronavirus death in Latin America 
FoxNews - News - Noticias - Bitcoin - CryptoCurrency… https://t.co/vndSVUofPF",2020-03-08 01:22:31,0,Jose Luis,0.25,positive
"RT @samsanders: Journalists are not medical professionals, no matter how compelling their coronavirus tweets may be. Please prioritize medi…",2020-03-08 01:22:31,0,nazonn,0.15,positive
RT @PDChina: All #coronavirus patients in one of the makeshift hospitals in #Wuhan have been discharged or transferred by Saturday afternoo…,2020-03-08 01:22:31,0,Ц.Буяндэлгэр,0.0,neutral
@yashar No it isn’t twitter tells me Trump will cancel the election because of the coronavirus but it’s really beca… https://t.co/kmD1ZR8fto,2020-03-08 01:22:31,0,FatherofThree,0.2,positive
RT @funder: BREAKING: First coronavirus case confirmed in DC. I guess Trump was lying when he said this was all going to slow down. Who wou…,2020-03-08 01:22:31,0,Paul DerHagopian,0.0486111111111111,positive
RT @samantha__riggs: coronavirus made flights so cheap y’all can finally afford to hang out with your internet boyfriend,2020-03-08 01:22:31,0,Eudstass.D.Kidd,0.2,positive
"RT @MrMasonMills: Coronavirus - Age Data 

Risk of dying by age group if infected. 

80+ years old - 14.8%
70-79 years old - 8.0%
60-69 yea…",2020-03-08 01:22:31,0,💔,0.1,positive
"RT @CoronavirusESP: #ÚLTIMAHORA: Situación de la epidemia en #Italia 🇮🇹:

- 5.883 infectados por #coronavirus en el país (1.247 más que aye…",2020-03-08 01:22:31,0,Rosa  Centeno de Lar,0.0,neutral
"RT @docrussjackson: Voters in Leave &amp; Tory heartland Farnborough appear to be full of it.

#coronavirus
#toiletpaperpanic

https://t.co/KVl…",2020-03-08 01:22:31,0,The Headteacher's Handbook #HandbookHT,0.35,positive
Suman siete casos confirmados de coronavirus Covid-19 en México https://t.co/HY4LffE5Dh #Mexico,2020-03-08 01:22:31,0,xeu noticias,0.0,neutral
"RT @nachomdeo: Apenas se enteró del primer caso fatal de coronavirus, el presidente Beto demostró tener los reflejos políticos intactos. Si…",2020-03-08 01:22:31,0,JCML,0.0,neutral
RT @ActualidadRT: El coronavirus ya ha dejado casi 3.500 muertes y más de 101.000 infectados en todo el mundo https://t.co/MMZeVxSaIr,2020-03-08 01:22:31,0,Jorge Perez,0.0,neutral
RT @williamlegate: !!! Trump may have been exposed to the coronavirus…,2020-03-08 01:22:31,0,Kat 🧢 🌺 ≥,0.0,neutral
"RT @republiculos: Twitter won't let me say what I want to say right now.
Matt Gaetz Wore Gas Mask To Mock Coronavirus Concerns. One Of His…",2020-03-08 01:22:31,0,Rudy Mendoza,0.2857142857142857,positive
RT @Corriere: Coronavirus: «In Cina recupero in 40 giorni con il rispetto rigido delle regole» https://t.co/hvw52imezm https://t.co/sz7xCDi…,2020-03-08 01:22:31,0,Alfredo,0.0,neutral
"RT @carlquintanilla: “.. on Friday, a Starbucks employee at a downtown location was confirmed to have the virus, closing that store and for…",2020-03-08 01:22:31,0,Joe Gambiste,0.4,positive
No tiene temporada el #coronavirus https://t.co/fWMlWnkSXc,2020-03-08 01:22:30,0,Ada Monzón,0.0,neutral
RT @edufeiok: Primer muerto por coronavirus en Argentina* - Ocurrió en el Hospital Argerich - Un hombre de 65 años proveniente de Francia,2020-03-08 01:22:30,0,#SOY DEL 41% 😺🐾,0.0,neutral
"RT @spectatorindex: Coronavirus death toll

China: 3070
Italy: 233
Iran: 145
South Korea: 44
US: 17
France: 16
Spain: 10
Japan: 6
Iraq: 4
A…",2020-03-08 01:22:30,0,Arum Kusumawati,0.0,neutral
"RT @mredwards: I've heard that coronavirus is going to cause a massive shortage of books, which will be essential when we're all stuck at h…",2020-03-08 01:22:30,0,♡ una⁷ ♡,0.0,neutral
"RT @RachelDonadio: The head of the Lombardy's intensive care crisis unit says the health system is on the brink of collapse, intensive care…",2020-03-08 01:22:30,0,Praetor Peregrinus,0.0,neutral
work out your own salvation with fear and loathing in the time of coronavirus,2020-03-08 01:22:30,1,korudos,0.6,positive
@A24COM Si creo como Macri que el populismo es peor q el coronavirus,2020-03-08 01:22:30,0,"pensionadasFFAA,Nieves Vázquez.",0.0,neutral
They r out right lying for the benefit of lining their pockets or some may be misinformed.  The media &amp; the govt di… https://t.co/Q636FAZkh3,2020-03-08 01:22:30,0,Teresa DePreta,0.2857142857142857,positive
RT @johniadarola: Matt Gaetz made light of coronavirus by wearing a gas mask. Now one of his constituents has died. https://t.co/Dm9DalWIlL,2020-03-08 01:22:30,0,blakelivingston,0.4,positive
"RT @abcnews: #BREAKING: Authorities say a Hobart man with coronavirus ignored instructions to self-isolate, instead working several shifts…",2020-03-08 01:22:30,0,Beverly Hills Prepared,0.0,neutral
"RT @ObservadBinario: #BIN Pregunta inquietante.- ¿Cómo es que Brasil (13 casos), Ecuador (14), Argentina (8), México (6), Chile (5), RD (2)…",2020-03-08 01:22:30,0,Lalas,0.5,positive
"RT @newsbusters: Great jobs report -- better than expected -- is ignored or downplayed on the network news on Friday night, buried by coron…",2020-03-08 01:22:30,0,Gino DiGino ✝️,0.39999999999999997,positive
"RT @cgtnenespanol: A medida que el número de casos de COVID-19 aumenta en #Brasil, también lo hace la demanda de productos como mascarillas…",2020-03-08 01:22:30,0,vision 360,0.0,neutral
RT @deslengua_2: #LoÚltimo MINSA contrata a Rosa María Palacios para que bloquee al coronavirus https://t.co/TE1RXGDaSC https://t.co/uz5FHo…,2020-03-08 01:22:30,0,R. MURO,0.0,neutral
"RT @ryanstruyk: Coronavirus count in the United States reaches 250 total cases in 21 states so far via @CNN:

WA: 70 (13 dead) 
CA: 49 (1 d…",2020-03-08 01:22:30,0,Guardado🙏🏻✨💗✨😇Jenny,-0.03333333333333333,negative
RT @bontmercy: CORONAVIRUS YOUVE YEED YOUR LAST HAW https://t.co/xhTI6TKQkp,2020-03-08 01:22:30,0,Warfey,0.0,neutral
Let's rewrite this headline to improve accuracy: #FuckingMoron #TraitorTrump makes shit up about COVID-19 on… https://t.co/7rHsD4axsH,2020-03-08 01:22:30,0,Miss Anthropy,-0.2,negative
"RT @Milica_yb: ENCONTRARON LA CURA DEL CORONAVIRUS a partir de la célula de rana, los doctores confirman que una vez inyectado sino sana ho…",2020-03-08 01:22:30,0,Emily,0.0,neutral
RT @kumailn: I know the coronavirus isn’t that scary for a lot of ppl. Many of you are young &amp; healthy &amp; will be able to defeat it without…,2020-03-08 01:22:30,0,Alex Wind,0.22000000000000003,positive
